"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Fixed period exclusions","2006/07","Academic Year","White other","ONS 18+1","England","Total","4.213403512","7877","186951"
"Fixed period exclusions","2006/07","Academic Year","Mixed","ONS 5+1","England","Total","9.022463533","19725","218621"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","13.74313242","10356","75354"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","8.069725258","1824","22603"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","4.53661698","2030","44747"
"Fixed period exclusions","2006/07","Academic Year","Mixed other","ONS 18+1","England","Total","7.26451256","5515","75917"
"Fixed period exclusions","2006/07","Academic Year","Asian","ONS 5+1","England","Total","3.073494149","15817","514626"
"Fixed period exclusions","2006/07","Academic Year","Indian","ONS 18+1","England","Total","1.778633879","2844","159898"
"Fixed period exclusions","2006/07","Academic Year","Pakistani","ONS 18+1","England","Total","4.247013818","8704","204944"
"Fixed period exclusions","2006/07","Academic Year","Bangladeshi","ONS 18+1","England","Total","3.258244729","2712","83235"
"Fixed period exclusions","2006/07","Academic Year","Asian other","ONS 18+1","England","Total","2.339629446","1557","66549"
"Fixed period exclusions","2006/07","Academic Year","Black","ONS 5+1","England","Total","8.981757457","25494","283842"
"Fixed period exclusions","2006/07","Academic Year","Black Caribbean","ONS 18+1","England","Total","12.6485687","11802","93307"
"Fixed period exclusions","2006/07","Academic Year","Black African","ONS 18+1","England","Total","6.505544606","10331","158803"
"Fixed period exclusions","2006/07","Academic Year","Black other","ONS 18+1","England","Total","10.59183159","3361","31732"
"Fixed period exclusions","2006/07","Academic Year","Chinese","ONS 5+1","England","Total","0.827079803","205","24786"
"Fixed period exclusions","2006/07","Academic Year","Other","ONS 5+1","England","Total","3.974362449","2933","73798"
"Fixed period exclusions","2006/07","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","5.672879856","75980","1339355"
"Fixed period exclusions","2006/07","Academic Year","Unclassified","ONS 18+1","England","Total","12.03143834","12277","102041"
"Fixed period exclusions","2006/07","Academic Year","Total","ONS 5+1","England","State-funded primary","1.111938481","45709","4110749"
"Fixed period exclusions","2006/07","Academic Year","White","ONS 5+1","England","State-funded primary","1.318582399","35185","2668396"
"Fixed period exclusions","2006/07","Academic Year","White British","ONS 18+1","England","State-funded primary","1.326456863","33788","2547237"
"Fixed period exclusions","2006/07","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.648538409","194","11768"
"Fixed period exclusions","2006/07","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","6.347016212","184","2899"
"Fixed period exclusions","2006/07","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.925290537","267","5421"
"Fixed period exclusions","2006/07","Academic Year","White other","ONS 18+1","England","State-funded primary","0.744031423","752","101071"
"Fixed period exclusions","2006/07","Academic Year","Mixed","ONS 5+1","England","State-funded primary","2.375707736","2912","122574"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.986572577","1627","40812"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.880572413","251","13347"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.77975001","199","25521"
"Fixed period exclusions","2006/07","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.946659206","835","42894"
"Fixed period exclusions","2006/07","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.438848583","1214","276633"
"Fixed period exclusions","2006/07","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.224810435","177","78733"
"Fixed period exclusions","2006/07","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.674975396","775","114819"
"Fixed period exclusions","2006/07","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.336176306","162","48189"
"Fixed period exclusions","2006/07","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.286598647","100","34892"
"Fixed period exclusions","2006/07","Academic Year","Black","ONS 5+1","England","State-funded primary","2.529915429","3850","152179"
"Fixed period exclusions","2006/07","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.934343007","1860","47276"
"Fixed period exclusions","2006/07","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.714026944","1514","88330"
"Fixed period exclusions","2006/07","Academic Year","Black other","ONS 18+1","England","State-funded primary","2.872141435","476","16573"
"Fixed period exclusions","2006/07","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.090407739","10","11061"
"Fixed period exclusions","2006/07","Academic Year","Other","ONS 5+1","England","State-funded primary","0.659827698","265","40162"
"Fixed period exclusions","2006/07","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","1.333023842","9648","723768"
"Fixed period exclusions","2006/07","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","2.835991205","1019","35931"
"Fixed period exclusions","2006/07","Academic Year","Total","ONS 5+1","England","State-funded secondary","10.9228223","363252","3325624"
"Fixed period exclusions","2006/07","Academic Year","White","ONS 5+1","England","State-funded secondary","10.81847685","298683","2760860"
"Fixed period exclusions","2006/07","Academic Year","White British","ONS 18+1","England","State-funded secondary","10.85241368","288762","2660809"
"Fixed period exclusions","2006/07","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","11.77429876","1444","12264"
"Fixed period exclusions","2006/07","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","39.70452447","430","1083"
"Fixed period exclusions","2006/07","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","45.31766434","1234","2723"
"Fixed period exclusions","2006/07","Academic Year","White other","ONS 18+1","England","State-funded secondary","8.112549267","6813","83981"
"Fixed period exclusions","2006/07","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","16.93198884","15784","93220"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","24.26470588","8118","33456"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","16.62404092","1495","8993"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","9.348441926","1749","18709"
"Fixed period exclusions","2006/07","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","13.79202795","4422","32062"
"Fixed period exclusions","2006/07","Academic Year","Asian","ONS 5+1","England","State-funded secondary","6.203703704","14405","232200"
"Fixed period exclusions","2006/07","Academic Year","Indian","ONS 18+1","England","State-funded secondary","3.298932919","2634","79844"
"Fixed period exclusions","2006/07","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","8.962627016","7806","87095"
"Fixed period exclusions","2006/07","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","7.359836901","2527","34335"
"Fixed period exclusions","2006/07","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","4.649809222","1438","30926"
"Fixed period exclusions","2006/07","Academic Year","Black","ONS 5+1","England","State-funded secondary","16.31872473","20863","127847"
"Fixed period exclusions","2006/07","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","21.15616757","9464","44734"
"Fixed period exclusions","2006/07","Academic Year","Black African","ONS 18+1","England","State-funded secondary","12.64738501","8667","68528"
"Fixed period exclusions","2006/07","Academic Year","Black other","ONS 18+1","England","State-funded secondary","18.73157353","2732","14585"
"Fixed period exclusions","2006/07","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.430901542","193","13488"
"Fixed period exclusions","2006/07","Academic Year","Other","ONS 5+1","England","State-funded secondary","8.014815265","2640","32939"
"Fixed period exclusions","2006/07","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","10.63885485","63806","599745"
"Fixed period exclusions","2006/07","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","16.54559254","10682","64561"
"Fixed period exclusions","2006/07","Academic Year","Total","ONS 5+1","England","Special","18.315176","16593","90597"
"Fixed period exclusions","2006/07","Academic Year","White","ONS 5+1","England","Special","19.69231636","13978","70982"
"Fixed period exclusions","2006/07","Academic Year","White British","ONS 18+1","England","Special","19.69055612","13490","68510"
"Fixed period exclusions","2006/07","Academic Year","White Irish","ONS 18+1","England","Special","14.19354839","44","310"
"Fixed period exclusions","2006/07","Academic Year","Irish Traveller","ONS 18+1","England","Special","39","39","100"
"Fixed period exclusions","2006/07","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","57.05521472","93","163"
"Fixed period exclusions","2006/07","Academic Year","White other","ONS 18+1","England","Special","16.42969984","312","1899"
"Fixed period exclusions","2006/07","Academic Year","Mixed","ONS 5+1","England","Special","36.39900955","1029","2827"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","56.26151013","611","1086"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","29.65779468","78","263"
"Fixed period exclusions","2006/07","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","15.86073501","82","517"
"Fixed period exclusions","2006/07","Academic Year","Mixed other","ONS 18+1","England","Special","26.84703434","258","961"
"Fixed period exclusions","2006/07","Academic Year","Asian","ONS 5+1","England","Special","3.417918177","198","5793"
"Fixed period exclusions","2006/07","Academic Year","Indian","ONS 18+1","England","Special","2.498107494","33","1321"
"Fixed period exclusions","2006/07","Academic Year","Pakistani","ONS 18+1","England","Special","4.059405941","123","3030"
"Fixed period exclusions","2006/07","Academic Year","Bangladeshi","ONS 18+1","England","Special","3.23488045","23","711"
"Fixed period exclusions","2006/07","Academic Year","Asian other","ONS 18+1","England","Special","2.599179207","19","731"
"Fixed period exclusions","2006/07","Academic Year","Black","ONS 5+1","England","Special","20.46645702","781","3816"
"Fixed period exclusions","2006/07","Academic Year","Black Caribbean","ONS 18+1","England","Special","36.85427911","478","1297"
"Fixed period exclusions","2006/07","Academic Year","Black African","ONS 18+1","England","Special","7.712082262","150","1945"
"Fixed period exclusions","2006/07","Academic Year","Black other","ONS 18+1","England","Special","26.65505226","153","574"
"Fixed period exclusions","2006/07","Academic Year","Chinese","ONS 5+1","England","Special","0.843881857","2","237"
