"Measure","Time","Time_Type","Local_Authority_code","Local_Authority_name","Type of school","Ethnicity","Ethnicity_type","Value","Numerator","Denominator"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Asian other","ONS 18+1","0","0","1246"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Black","ONS 5+1","0","0","1394"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Black Caribbean","ONS 18+1","0","0","183"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Black African","ONS 18+1","0","0","992"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Black other","ONS 18+1","0","0","219"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Chinese","ONS 5+1","0","0","238"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Other","ONS 5+1","0","0","761"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","All Ethnic Minorities","ONS 18+1","0.01","1","13889"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Unclassified","ONS 18+1","0","0","667"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","White","ONS 5+1","0.07","23","31539"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","White British","ONS 18+1","0.07","21","28821"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","White Irish","ONS 18+1","0","0","117"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Irish Traveller","ONS 18+1","0","0","29"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Gypsy/Roma","ONS 18+1","0","0","28"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","White other","ONS 18+1","0.08","2","2544"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Mixed","ONS 5+1","0.13","3","2293"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","0","0","558"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Mixed White/Black African","ONS 18+1","0.31","1","321"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Mixed White/Asian","ONS 18+1","0.3","2","660"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Mixed other","ONS 18+1","0","0","754"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Asian","ONS 5+1","0.09","2","2144"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Indian","ONS 18+1","0.26","1","389"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Pakistani","ONS 18+1","0.12","1","863"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Bangladeshi","ONS 18+1","0","0","263"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Asian other","ONS 18+1","0","0","629"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Black","ONS 5+1","0.21","2","961"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Black Caribbean","ONS 18+1","0.56","1","178"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Black African","ONS 18+1","0","0","648"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Black other","ONS 18+1","0.74","1","135"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Chinese","ONS 5+1","0","0","124"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Other","ONS 5+1","0","0","459"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","All Ethnic Minorities","ONS 18+1","0.1","9","8699"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded secondary","Unclassified","ONS 18+1","0","0","770"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","White","ONS 5+1","0.11","1","926"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","White British","ONS 18+1","0.11","1","881"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","White Irish","ONS 18+1","0","0","4"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Irish Traveller","ONS 18+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Gypsy/Roma","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","White other","ONS 18+1","0","0","38"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Mixed","ONS 5+1","0","0","94"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Mixed White/Black Caribbean","ONS 18+1","0","0","25"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Mixed White/Black African","ONS 18+1","0","0","20"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Mixed White/Asian","ONS 18+1","0","0","16"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Mixed other","ONS 18+1","0","0","33"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Asian","ONS 5+1","0","0","68"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Indian","ONS 18+1","0","0","7"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Pakistani","ONS 18+1","0","0","30"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Bangladeshi","ONS 18+1","0","0","7"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Asian other","ONS 18+1","0","0","24"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Black","ONS 5+1","0","0","42"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Black Caribbean","ONS 18+1","0","0","8"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Black African","ONS 18+1","0","0","25"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Black other","ONS 18+1","0","0","9"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Chinese","ONS 5+1","0","0","6"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Other","ONS 5+1","0","0","10"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","All Ethnic Minorities","ONS 18+1","0","0","265"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","special","Unclassified","ONS 18+1","0","0","20"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","White","ONS 5+1","0.16","108","65786"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","White British","ONS 18+1","0.16","100","61917"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","White Irish","ONS 18+1","0","0","94"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Irish Traveller","ONS 18+1","0","0","39"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Gypsy/Roma","ONS 18+1","1.14","3","264"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","White other","ONS 18+1","0.14","5","3472"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Mixed","ONS 5+1","0.06","1","1769"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Mixed White/Black Caribbean","ONS 18+1","0","0","302"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Mixed White/Black African","ONS 18+1","0","0","280"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Mixed White/Asian","ONS 18+1","0.17","1","574"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Mixed other","ONS 18+1","0","0","613"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Asian","ONS 5+1","0","0","773"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Indian","ONS 18+1","0","0","267"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Pakistani","ONS 18+1","0","0","27"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Bangladeshi","ONS 18+1","0","0","120"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Asian other","ONS 18+1","0","0","359"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Black","ONS 5+1","0","0","238"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Black Caribbean","ONS 18+1","0","0","19"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Black African","ONS 18+1","0","0","153"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Black other","ONS 18+1","0","0","66"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Chinese","ONS 5+1","0","0","123"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Other","ONS 5+1","0.41","1","241"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","All Ethnic Minorities","ONS 18+1","0.14","10","7013"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","Total","Unclassified","ONS 18+1","0","0","747"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","White","ONS 5+1","0.05","20","37092"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","White British","ONS 18+1","0.06","20","34588"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","White Irish","ONS 18+1","0","0","54"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Irish Traveller","ONS 18+1","0","0","19"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Gypsy/Roma","ONS 18+1","0","0","159"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","White other","ONS 18+1","0","0","2272"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Mixed","ONS 5+1","0","0","1037"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","0","0","170"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Mixed White/Black African","ONS 18+1","0","0","188"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Mixed White/Asian","ONS 18+1","0","0","333"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Mixed other","ONS 18+1","0","0","346"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Asian","ONS 5+1","0","0","484"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Indian","ONS 18+1","0","0","180"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Pakistani","ONS 18+1","0","0","17"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Bangladeshi","ONS 18+1","0","0","63"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Asian other","ONS 18+1","0","0","224"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Black","ONS 5+1","0","0","139"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Black Caribbean","ONS 18+1","0","0","15"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Black African","ONS 18+1","0","0","81"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Black other","ONS 18+1","0","0","43"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Chinese","ONS 5+1","0","0","74"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Other","ONS 5+1","0","0","138"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","All Ethnic Minorities","ONS 18+1","0","0","4376"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded primary","Unclassified","ONS 18+1","0","0","515"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded secondary","White","ONS 5+1","0.31","88","28131"
"Permanent exclusions","2017/18","Academic Year","E10000027","Somerset","State-funded secondary","White British","ONS 18+1","0.3","80","26787"
