"Measure","Year","Time_type","Ethnicity","Ethnicity_type","Geography","Broad ethnicity","Gender","Gender_type","Teacher","Teacher_type","School","School_type","Value","Value_type","Value_note","Teachers"
"Number of teachers","2017","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","!"
"Number of teachers","2017","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2017","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","!"
"Number of teachers","2017","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2017","Year","Any other white background","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.9","%","","200"
"Number of teachers","2017","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2017","Year","Black - African","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","!"
"Number of teachers","2017","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","100"
"Number of teachers","2017","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2017","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","95","%","","8700"
"Number of teachers","2017","Year","Indian","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","100"
"Number of teachers","2017","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","4.4","%","","400"
"Number of teachers","2017","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","100"
"Number of teachers","2017","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","100"
"Number of teachers","2017","Year","White - British","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","90","%","","7800"
"Number of teachers","2017","Year","White - Irish","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2","%","","200"
"Number of teachers","2017","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2017","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2017","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2018","Year","Any Other Asian Background","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","!"
"Number of teachers","2018","Year","Any Other Black Background","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2018","Year","Any Other Ethnic Group","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","!"
"Number of teachers","2018","Year","Any Other Mixed Background","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2018","Year","Any Other White Background","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.0","%","","200"
"Number of teachers","2018","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","!"
"Number of teachers","2018","Year","Black African","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","100"
"Number of teachers","2018","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","100"
"Number of teachers","2018","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2018","Year","Ethnicity Details Provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","93.8","%","","8600"
"Number of teachers","2018","Year","Indian","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","100"
"Number of teachers","2018","Year","Information Not Yet Obtained","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.4","%","","500"
"Number of teachers","2018","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","100"
"Number of teachers","2018","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","100"
"Number of teachers","2018","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","!"
"Number of teachers","2018","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2018","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2018","Year","White British","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","89.4","%","","7700"
