"Measure","Time","Ethnicity","Ethnicity_type","Role_Type","Broad_grade","Grade","Entry_level","Value","Headcount"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","0.2","260"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","1.4","2006"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","1.2","1654"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","N/A","5503"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","85.5","118973"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","N/A","92960"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","5.6","5051"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","4.7","4187"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","0.3","227"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","1.5","1326"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","0.9","788"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","N/A","3289"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Support Roles","Band 4","Non-Graduate","87.1","78092"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","N/A","224556"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","10.3","22034"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","7.6","16223"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","0.4","842"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","1.6","3373"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","3","6438"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","N/A","10219"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Middle Roles","Band 5","Graduate","77.2","165427"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","N/A","202866"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","6.7","13053"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","5.7","11210"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","0.4","815"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","1.3","2635"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","1.9","3755"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","N/A","7608"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Middle Roles","Band 6","Graduate","83.9","163790"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","N/A","114794"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","5.7","6261"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","4.5","4959"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","0.6","636"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","1.2","1365"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","1.4","1504"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","N/A","3987"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Middle Roles","Band 7","Graduate","86.7","96082"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","N/A","38651"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","5.9","2216"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","3.6","1327"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","0.6","231"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","1.3","470"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","0.9","354"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","N/A","1335"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Senior Roles","Band 8a","Graduate","87.7","32718"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","N/A","15371"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","4.8","715"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","2.8","422"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","0.6","90"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","1.2","173"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","0.7","108"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","N/A","535"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Senior Roles","Band 8b","Graduate","89.8","13328"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","N/A","7996"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","4.1","311"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","2.2","165"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","0.4","29"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","1.2","91"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","0.6","45"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","N/A","331"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Senior Roles","Band 8c","Graduate","91.6","7024"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","N/A","3807"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","3.1","113"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","2.1","76"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","0.4","14"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","1","35"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","0.2","9"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","N/A","188"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Senior Roles","Band 8d","Graduate","93.2","3372"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","N/A","1406"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","4.2","55"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","1.8","24"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","0.3","4"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","1.1","15"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","0.5","7"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","N/A","88"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Senior Roles","Band 9","Graduate","92","1213"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","N/A","15029"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","7.7","1071"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","5.2","719"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","0.3","35"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","1.7","229"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","1.3","174"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","N/A","1152"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Other grades","Non AfC Grade","Unspecified","83.9","11649"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","All","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","N/A","2034"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Asian","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","3.7","68"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Black","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","1.1","20"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Chinese","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","0.2","4"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Mixed","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","0.6","11"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Other","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","0.3","5"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","Unknown","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","N/A","185"
"Percentage of NHS staff in NHS trusts and CCGs","March 2017","White","ONS 6+1","Non-Medical","Very Senior Manager","Very Senior Manager","Graduate","94.2","1741"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","All","ONS 6+1","Non-Medical","All grades","All grades","All","N/A","1091325"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Asian","ONS 6+1","Non-Medical","All grades","All grades","All","7.6","80095"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Black","ONS 6+1","Non-Medical","All grades","All grades","All","6.1","63457"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Chinese","ONS 6+1","Non-Medical","All grades","All grades","All","0.3","3658"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Mixed","ONS 6+1","Non-Medical","All grades","All grades","All","1.5","15900"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Other","ONS 6+1","Non-Medical","All grades","All grades","All","1.9","20235"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Unknown","ONS 6+1","Non-Medical","All grades","All grades","All","N/A","44036"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","White","ONS 6+1","Non-Medical","All grades","All grades","All","82.5","863944"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","All","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","N/A","35216"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Asian","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","9.3","3127"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Black","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","7.1","2366"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","0.2","66"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","1.6","543"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Other","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","2.2","724"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","N/A","1678"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","White","ONS 6+1","Non-Medical","Support Roles","Band 1","Non-Graduate","79.6","26712"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","All","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","N/A","183599"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Asian","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","7.8","13732"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Black","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","6.3","11002"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Chinese","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","0.2","312"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Mixed","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","1.6","2799"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Other","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","2","3485"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Unknown","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","N/A","7623"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","White","ONS 6+1","Non-Medical","Support Roles","Band 2","Non-Graduate","82.2","144646"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","All","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","N/A","147241"
"Percentage of NHS staff in NHS trusts and CCGs","March 2018","Asian","ONS 6+1","Non-Medical","Support Roles","Band 3","Non-Graduate","6.2","8762"
